,id,original,translation
2069,21900-1503402805141-69729," Within our files there are,   Of those that served Mark Antony but late,   Enough to fetch him in   . See it done   And feast the army. "," Among our troops there many soldiers who served Mark Antony only a short time ago—enough soldiers to capture him.  See that this is done, and give the army a feast."
2070,21900-1503402810602-44779," We have store to do ’t,   And they have earned the waste. Poor Antony! "," We have enough food in our stores to do it, and they have earned it—even if it is a waste of resources. Poor Antony!"
2071,f20d6744-c1ce-f89e-194a-27eebb03ea40," He will not fight with me, Domitius? ","He won't fight me in single combat, Domitius?"
2072,9f838c7a-cc37-7689-9247-96152966671a, No. ,No.
2073,17468bc4-53ab-7b3a-57dc-c3f43aabd95f, Why should he not? ,Why not?
2074,1a33387f-de63-ab3c-1685-02bbd5289eda," He thinks, being twenty times of better fortune, He is twenty men to one. ","He estimates that, being twenty times better off than you, his forces outnumber yours twenty to one."
2075,21907-1503403393836-94010," Tomorrow, soldier,   By sea and land I’ll fight. ","Tomorrow, soldier, I'll fight by land and by sea."
2076,21907-1503403408231-80645, Or I will live   Or bathe my dying honor in the blood   Shall make it live again. Woo’t thou fight well? ," Either I'll come out alive, or I will restore my ruined reputation by dying honorably in battle. Will you fight bravely? "
2077,fb499e8c-1d84-0dfa-a1ad-9d07b82013ba," I’ll strike and cry, “Take all.” ","I'll strike and cry, ""Winner take all!"""
2078,8e4c8380-73fc-2945-dc1d-b8a516161dc1, Well said. Come on! Call forth my household servants. ,Well said. Come on! Call my household servants.
2079,e97c1412-c2de-b600-31ff-007b4c1a120d, Let’s tonight Be bounteous at our meal. ,Let's be generous with the food at tonight's meal.
2080,6ffb4e0c-2a70-ba84-94a8-313ecac620aa,    What means this?, Why is Antony acting like this? 
2081,6e8bec68-5974-2e91-a7e6-75f7adf06143,    ’Tis one of those odd tricks which sorrow shoots Out of the mind. , It's one of his odd quirks that show he is upset.
2082,21916-1503403543854-1527," And thou art honest too.   I wish I could be made so many men, "," And you are honest too. I wish that I could be divided up into men just like you,"
2083,21916-1503403549307-43358," And all of you clapped up together in   An Antony, that I might do you service   So good as you have done. "," and all of you combined to make one Antony, so I could serve you as well as you have served me."
2084,942991ab-4e6e-ead1-dd78-578c817aa232, The gods forbid! ,God forbid!
2085,21918-1503403566372-13355," Well, my good fellows, wait on me tonight. ","Well, my good fellows, wait on me at dinner tonight."
2086,21918-1503403579414-62411," Scant not my cups, and make as much of me   As when mine empire was your fellow too,   And suffered my command. "," Don't skimp when you pour my wine, and treat me as reverently as you did when my empire was also my servant, like you, and obeyed my commands. "
2087,4447ef61-1b23-50d7-a9a5-17650c190db6,    What does he mean?, What does he mean?
2088,efea8cc0-5435-f5d8-67ab-b800dbedebc9,    To make his followers weep., He means to make his servants weep.
2089,21921-1503403596871-59052," Tend me tonight.   May be it is the period of your duty.   Haply you shall not see me more, or if,   A mangled shadow. "," Take care of me tonight. It may be the last time you do so. It may be that you will not see me anymore, or if you do, that you'll see only my disfigured ghost."
2090,21921-1503403635663-32753, Perchance tomorrow   You’ll serve another master. I look on you   As one that takes his leave. , Perhaps tomorrow you'll serve another master. I look upon you as if I were saying goodbye.
2091,21921-1503403645626-36906," Mine honest friends,   I turn you not away, but, like a master   Married to your good service, stay till death.   Tend me tonight two hours, I ask no more,   And the gods yield you for ’t! "," My honest friends, I'm not turning you away. Rather, I will stay with you until death, like a master who is attached to your faithful service. Take care of me tonight, I ask no more, and may the gods bless you for it!"
2092,21922-1503403656686-13694," What mean you, sir,   To give them this discomfort? ","What do you mean, sir, upsetting them like this?"
2093,21922-1503403673655-15454," Look, they weep,   And I, an ass, am onion-eyed. For shame,   Transform us not to women. "," Look, they weep, and I, like an ass, have watery eyes too. For shame, don't make us as emotional as women. "
2094,21923-1503403699364-99503," Ho, ho, ho!   Now the witch take me if I meant it thus!   Grace grow where those drops fall! ","Ha, ha, ha! Curse me if I meant to do that! May the gods bless the men for weeping!"
2095,21923-1503403719503-90064," My hearty friends,   You take me in too dolorous a sense,   For I spake to you for your comfort, did desire you   To burn this night with torches. "," My tender-hearted friends, I didn't mean to make you so upset. I spoke to comfort you, I asked you to keep the night bright by burning torches."
2096,21923-1503403731956-20839," Know, my hearts,   I hope well of tomorrow, and will lead you   Where rather I’ll expect victorious life   Than death and honor. Let’s to supper, come,   And drown consideration. "," You should know, my dear friends, that I have high hopes for tomorrow, and I will lead you to a battlefield where I expect to live victoriously rather than die honorably. Let's go to supper, come, and drink away our cares. "
2097,7d797663-d356-ab44-1c34-e4793bf640d6," Brother, good night. Tomorrow is the day. ","Goodnight, comrade. Tomorrow is the big day. "
2098,9573ef91-c180-b5f8-efe1-b255000a9d3b, It will determine one way. Fare you well. Heard you of nothing strange about the streets? ,Things will be decided one way or another. Good luck to you. Have you heard any strange news from the streets?
2099,85baa3d8-d771-a85a-a832-63505bfa1f08, Nothing. What news? ,Nothing. What's the news?
2100,b789635a-fd19-4088-3827-134375224569, Belike ’tis but a rumor. Good night to you. ,It's probably just a rumor. Goodnight to you.
2101,7b5baad5-e139-7b66-d3fb-ced5137dca64," Well, sir, good night. ","Well, sir, goodnight."
2102,e21d8d1e-7b94-444f-1d01-93be30f9eb9b," Soldiers, have careful watch. ","Soldiers, stay watchful while you're on guard."
2103,131da28c-42e5-dbbf-1d0a-d903eadefeb4," And you. Good night, good night. ","And you as well. Goodnight, goodnight."
2104,bf1320c7-68bd-71d8-cc35-8baaea1e3cd2," Here we. And if tomorrow Our navy thrive, I have an absolute hope Our landmen will stand up. ","Here are our positions. And if our navy succeeds tomorrow, I am completely confident that our army will make a good stand."
2105,47b93e28-679a-1508-969f-6a4e231d8cbb," ’Tis a brave army, and full of purpose. ",The troops are brave and determined to win. 
2106,d60a353b-0389-ca36-86bc-0a9527df086f, Peace! What noise? ,Be quiet! What's that noise?
2107,6e74a430-e46e-8b73-4123-09196ab6ccb2," List, list! ","Listen, listen!"
2108,c2512a77-30d2-28b3-f9e7-29063fd84aed, Hark! ,Listen!
2109,1ab1e159-3980-ab3b-101a-4ca03bd48d17, Music i’ th’ air. ,There's music in the air.
2110,2bc0a21f-f043-e11a-05e1-c9365cfd59c7, Under the earth. ,It's coming from under the ground.
2111,c995b729-9bf4-87f4-24cf-f46a742163b1," It signs well, does it not? ","This is a good omen, isn't it?"
2112,364390bb-0b89-896b-cbea-3390069d9d10, No. ,No.
2113,12062cc3-71c6-66e7-f7c0-cf90878698a4," Peace, I say! What should this mean? ","Be quiet, I say! What does this mean?"
2114,64e01368-579e-b192-4e6f-4782bebec34d," ’Tis the god Hercules, whom Antony loved, Now leaves him. ",@
2115,003ab162-13ae-d2c3-3840-f7440000f577, Walk. Let’s see if other watchmen Do hear what we do. ,Let's walk and see if the other watchmen hear what we hear.
2116,ba91e5a5-7814-ccd3-aa86-71cca22994fc," How now, masters? ","How is it going, officers?"
2117,c280d233-fc54-752f-8bf9-f81ca6b34f77,    How now? How now? Do you hear this?, What is it? What is it? Do you hear this?
2118,6c017041-cd61-992e-f1ae-b570b5589697, Ay. Is ’t not strange? ,Yes. Isn't it strange?
2119,1966da17-4fa9-c88b-96f9-2cbf4af73ce4," Do you hear, masters? Do you hear? ","Do you hear it, officers? Do you hear?"
2120,e1f0747a-7df2-149c-bf28-46dab94a27cc, Follow the noise so far as we have quarter; Let’s see how it will give off. ,Let's follow the noise as far as we can within the boundaries of our watch. Let's see how it ends.
2121,db8af5cc-4df5-ed05-d557-01cd742734f9, Content. ’Tis strange. ,That sounds good. It's strange.
2122,c5858c03-28e3-0ebf-3dc7-c9899d556040,"    Eros! Mine armor, Eros!"," Eros! Bring me my armor, Eros!"
2123,b20a45f7-ce7c-8592-5b75-4e00bbd14951, Sleep a little. ,Sleep a little.
2124,e8b9896e-cdd9-8d22-2c98-22c017b8ef0c," No, my chuck.—Eros, come, mine armor, Eros! ","No, my dear—Eros, come, my armor, Eros!"
2125,ff41e508-b89b-96b8-3187-20f580b763ab," Nay, I’ll help too. What’s this for? ","No, I'll help too. What's this for?"
2126,51e859a6-5942-d173-0ed6-9404eba106ad," Ah, let be, let be! Thou art The armorer of my heart. False, false. This, this. ","Ah, leave it alone, leave it alone! It's bad enough that you put the armor on my heart.  That's not how you do it. Like this, like this."
2127,cb45ebf2-1c65-7779-40e3-f44111f59377," Sooth, la, I’ll help. Thus it must be. ","Really, I'll help. This is how it should be. "
2128,74a9bcdc-0e27-9e71-5689-811dbd6158f9," Well, well, We shall thrive now.—Seest thou, my good fellow? Go put on thy defenses. ","Well, well, we'll succeed now.  Do you see, my good man? Go put on your armor."
2129,264da3f5-1229-7440-6c5f-3f215c610f1b," Briefly, sir. ","Soon, sir."
2130,4bb6afbd-9f94-1830-ae52-05bd4f71e134, Is not this buckled well? ,Isn't this buckled well?
2131,21969-1503406681325-27135," Rarely, rarely.   He that unbuckles this, till we do please   To doff ’t for our repose, shall hear a storm.— ",Uncommonly well. The one that unbuckles this armor—until I am pleased to take it off and rest—will face my anger. 
